"委託異動, 請重新進入","委托异动, 请重新进入",Your order changed. Please re-enter.,,คำสั่งซื้อของคุณมีการเปลี่ยนแปลง กรุณาเข้าใหม่,,,さまざまな動きを委ねてください,,,다른 움직임을 맡기십시오. 다시 참가하십시오,,,"Ủy quyền thay đổi, vui lòng vào lại",,,"आयोग परिवर्तन, कृपया पुनः प्रवेश करें",,,orderDetail.orderChanged
刪除推薦碼,删除推荐码,Delete Referral Code,,ลบโค้ดแนะนำ,,,推奨コードを削除します,,,권장 코드를 삭제합니다,,,Xóa bỏ mã giới thiệu,,,रेफरल कोड हटाएं,,,agentReferralCodeList.descriptionPopup.deleteTitle
"刪除該推薦碼，將會導致已經發出去的連結可能會失效。
 已使用該推薦碼註冊的用戶則不會受到影響。
 

 確定要刪除推薦碼嗎？","删除该推荐码，将会导致已经发出去的连结可能会失效。
 已使用该推荐码注册的用户则不会受到影响。
 

 确定要删除推荐码吗？","Deleting the referral code will cause the link that has been sent out to be invalid. 
Users who have registered with the referral code will not be affected. 

Are you sure you want to delete the referral code?",,"การลบโค้ดแนะนำจะทำให้ลิงก์ที่ส่งออกไปไม่ถูกต้อง
 ผู้ใช้ที่เคยลงทะเบียนด้วยโค้ดแนะนำที่ถูกลบจะไม่ได้รับผลกระทบ
 คุณแน่ใจว่าต้องการลบโค้ดแนะนำหรือไม่",,,"この推奨コードを削除すると、送信された接続が失敗する可能性があります。
この推奨コードを登録したユーザーは影響を受けません。

推奨コードを削除したいですか？",,,"이 권장 코드를 삭제하면 전송 된 연결이 실패 할 수 있습니다.
이 추천 코드를 등록한 사용자는 영향을받지 않습니다.

권장 코드를 삭제 하시겠습니까?",,,"Xóa bỏ mã giới thiệu này, sẽ khiến cho liên kết đã phát ra có thể sẽ mất hiệu lực.
 Người sử dụng đã sử dụng mã giới thiệu này để đăng ký, thì sẽ không bị ảnh hưởng.
 

 Có chắc chắn muốn xóa bỏ mã giới thiệu không?",,,"रेफरल कोड हटाने से भेजे गए लिंक अमान्य हो जाएंगे। जिन उपयोगकर्ताओं ने इस रेफरल कोड का उपयोग करके पंजीकरण किया है, वे प्रभावित नहीं होंगे। क्या आप वाकई रेफरल कोड हटाना चाहते हैं?",,,agentReferralCodeList.descriptionPopup.contentText
開戶,开户,Open an Account,,เปิดบัญชี,,,アカウントを開きます,,,계정을 엽니 다,,,Mở tài khoản,,,खाता खोलें,,,agentReferralCodeList.openAccountTitle
已複製推薦碼連結,已复制推荐码连结,Referral Link Cpied,,คัดลอกลิงค์ของโค้ดแนะนำแล้ว,,,コピーするための推奨コード接続,,,복사를위한 권장 코드 연결,,,Đã copy liên kết mã giới thiệu,,,रेफ़रल कोड लिंक कॉपी किया गया,,,agentReferralCodeList.recommendedCodeLinkToast
撤銷掛單,撤销挂单,Cancel pending order,,ยกเลิกคำสั่งที่ยังไม่ได้ดำเนินการ,,,,,,,,,Vật bị loại bỏ,,,पेंडिंग आर्डर को कैंसिल करे ,,,cancelOrderConfirmPopup.title
掛單時間,挂单时间,Creation Time,,เวลาสร้าง,,,,,,,,,Thời gian độc thân,,,रचना समय,,,cancelOrderConfirmPopup.orderTime
確定撤銷,确定撤销,Confirm,,ยืนยัน,,,,,,,,,Quyết tâm,,,कैंसलेशन को कन्फर्म करे ,,,cancelOrderConfirmPopup.confirm
調整保證金,调整保证金,Adjust Margin,,ปรับMargin,,,セキュリティデポジットを調整します,,,보증금을 조정하십시오,,,Điều chỉnh tiền bảo lãnh,,,मार्जिन समायोजित करें,,,"adjustmentMarginDescriptionPopup.title,positionModify.adjustMargin"
我知道了,我知道了,I got it.,,ฉันเข้าใจแล้ว,,,そうですか,,,내가 참조,,,Tôi đã biết,,,मैं समझता हूँ,,,"adjustmentMarginDescriptionPopup.button,receiveAwardPopup.know"
您可為該持倉追加保證金,您可为该持仓追加保证金,You can increase the margin on this open position.,,คุณสามารถเพิ่มมาร์จินในสัญญาที่เปิดซื้อขายอยู่,,,この位置のマージンを増やすか、削減できます,,,이 위치의 마진을 늘리거나 줄일 수 있습니다,,,Bạn có thể thêm một khoản tiền gửi cho vị trí này,,,आप इस स्थिति में मार्जिन जोड़ सकते हैं,,,adjustmentMarginDescriptionPopup.content1
追加保證金，將獲得更安全的,追加保证金，将获得更安全的,"If you increase the margin, you will get safer",,หากคุณเพิ่มมาร์จิ้น คุณจะปลอดภัยยิ่งขึ้น,,,マージンの増加はより安全になります,,,마진이 증가하면 더욱 안전해질 것입니다,,,"Tăng tiền bảo lãnh, sẽ càng an toàn hơn",,,मार्जिन बढ़ाएँ और सुरक्षित हो जाएँ,,,adjustmentMarginDescriptionPopup.content2
"提醒：
 調整保證金，僅改變持倉風險，不影響訂單交易總額和訂單盈虧。","提醒：
 调整保证金，仅改变持仓风险，不影响订单交易总额和订单盈亏。",Reminder: adjustment to margin only changes position risk but does not affect the total amount of transaction orders and the profit or loss of orders.,,คำเตือน: การปรับมาร์จิ้นจะเปลี่ยนเฉพาะความเสี่ยงของสถานะ แต่ไม่ส่งผลต่อยอดรวมของคำสั่งธุรกรรมและกำไรหรือขาดทุนของคำสั่งซื้อ,,,"思い出させる：
預金を調整すると、ポジションのリスクのみが変化し、注文総取引と注文の損失に影響しません。",,,"상기시키다:
예금 조정은 직책의 위험 만 변경되며 총 주문 거래 및 주문의 손실에 영향을 미치지 않습니다.",,,"Xin nhắc:
 Điều chỉnh tiền bảo lãnh, chỉ thay đổi rủi ro vị thế để ngỏ, không ảnh hưởng tổng số tiền giao dịch của Đơn đặt hàng và lãi lỗ của Đơn đặt hàng.",,,अनुस्मारक: मार्जिन को समायोजित करने से केवल स्थिति जोखिम बदलता है और कुल ऑर्डर लेनदेन राशि और ऑर्डर लाभ और हानि को प्रभावित नहीं करता है।,,,adjustmentMarginDescriptionPopup.tip
輸入分潤細節搜尋條件,输入分润细节搜寻条件,Enter search criteria for revenue share details,,ป้อนเกณฑ์การค้นหารายละเอียดการแบ่งปันผลกำไร,,,保湿の詳細の検索条件の入力部門,,,보습 세부 사항 검색 조건의 입력 부서,,,Nhập điều kiện tìm kiếm chi tiết chia lãi,,,लाभ साझाकरण विवरण खोज मानदंड दर्ज करें,,,agentProfitSharingSearch.enterDetailSearchHint
請輸入搜尋條件,请输入搜寻条件,Please enter search criteria.,,กรุณากรอกเงื่อนไขการค้นหา,,,検索条件を入力してください,,,검색 조건을 입력하십시오,,,Vui lòng nhập điều kiện tìm kiếm,,,कृपया खोज मानदंड दर्ज करें,,,"agentProfitSharingSearch.pleaseEnterSearchHint,agentUserSearch.pleaseEnterSearchHint,agentReferralCodeSearch.pleaseEnterSearchHint,agentTransactionSettingSearch.pleaseEnterSearchHint,agentFundingDetailsSearch.pleaseEnterSearchHint"
輸入下級用戶清單搜尋條件,输入下级用户清单搜寻条件,Enter search criteria for basic user list,,ป้อนเกณฑ์การค้นหาสำหรับรายชื่อผู้ใช้พื้นฐาน,,,部下のユーザーリストの検索条件を入力します,,,부하 직원 사용자 목록의 검색 조건을 입력하십시오,,,Nhập điều kiện tìm kiếm danh sách người sử dụng cấp dưới,,,अधीनस्थ उपयोगकर्ता सूची के लिए खोज मानदंड दर्ज करें,,,agentUserSearch.enterDetailSearchHint
搜尋結果,搜寻结果,Search Results,,ผลการค้นหา,,,の検索結果,,,검색 결과,,,Kết quả tìm kiếm,,,खोज के परिणाम,,,agentUserSearch.searchResultsTitle
輸入推薦碼搜尋條件,输入推荐码搜寻条件,Enter search criteria for referral code,,ป้อนเกณฑ์การค้นหาสำหรับโค้ดแนะนำ,,,推奨コード検索条件を入力します,,,권장 코드 검색 조건을 입력하십시오,,,Nhập điều kiện tìm kiếm mã giới thiệu,,,रेफरल कोड खोज मानदंड दर्ज करें,,,agentReferralCodeSearch.enterDetailSearchHint
請選擇動作,请选择动作,Please select an action.,,โปรดเลือกการดำเนินการ,,,アクションを選択してください,,,조치를 선택하십시오,,,Vui lòng chọn động tác,,,कृपया चुनें,,,agentReferralCodeFunctionPopup.actionsTitle
查看清單,查看清单,View List,,ดูรายการ,,,リストを確認してください,,,목록을 확인하십시오,,,Tra cứi danh sách,,,सूची देखें,,,agentReferralCodeFunctionPopup.actionsViewListButton
編輯,编辑,Edit,,แก้ไข,,,編集,,,편집하다,,,Biên tập,,,संपादन करना,,,agentReferralCodeFunctionPopup.editButton
請輸入戶名,请输入户名,Please enter your account name.,,กรุณาใส่ชื่อบัญชีของคุณ,,,世帯名を入力してください,,,가구 이름을 입력하십시오,,,Vui lòng nhập tên tài khoản,,,कृपया अपना खाता नाम दर्ज करें,,,editAgentReferralCode.enterNameHint
編輯推薦碼,编辑推荐码,Edit Referral Code,,แก้ไขโค้ดแนะนำ,,,推奨コードを編集します,,,권장 코드 편집,,,Biên tập mã giới thiệu,,,अनुशंसा कोड संपादित करें,,,editAgentReferralCode.editReferralCodeTitle
新增成功,新增成功,Added successfully,,เพิ่มเรียบร้อยแล้ว,,,正常に追加されました,,,성공적으로 추가되었습니다,,,Thêm mới thành công,,,सफलतापूर्वक जोड़ा गया,,,editAgentReferralCode.addSuccess
名稱,名称,Name,,ชื่อ,,,名前,,,이름,,,Tên gọi,,,नाम,,,editAgentReferralCode.nameTitle
備註,备注,Notes,,หมายเหตุ,,,述べる,,,주목,,,Ghi chú,,,टिप्पणी,,,editAgentReferralCode.remarkTitle
請輸入備註,请输入备注,Please enter notes.,,กรุณาใส่หมายเหตุ,,,発言を入力してください,,,발언을 입력하십시오,,,Vui lòng nhập ghi chú,,,कृपया टिप्पणियाँ दर्ज करें,,,editAgentReferralCode.enterNoteHint
儲存,储存,Save,,บันทึก,,,お店,,,가게,,,Lưu,,,इकट्ठा करना,,,"addAgentReferralCodePopup.confirmButton,chartBollSetting.modifyButton,chartKdjSetting.modifyButton,chartMacdSetting.modifyButton,chartMaSetting.modifyButton,chartRsiSetting.modifyButton,chartWrSetting.modifyButton,chartPriceTagSetting.modifyButton"
尚有資料未填寫,尚有资料未填写,Information not yet completed,,ข้อมูลยังไม่เสร็จสมบูรณ์,,,まだ入力されていない情報がまだあります,,,채워지지 않은 정보가 여전히 있습니다.,,,Còn có dữ liệu chưa điền,,,अभी भी जानकारी नहीं भरी गई है,,,addAgentReferralCodePopup.emptyTip
編輯價差及手續費,编辑价差及手续费,Edit Spread and Transaction Fee,,แก้ไขค่าสเปรดและค่าธรรมเนียม,,,ポイントを編集し、手数料を処理します,,,포인트 및 처리 비용을 편집합니다,,,Biên tập giá chênh lệch và phí thực hiện,,,स्प्रेड और फीस संपादित करें,,,addAgentReferralCodePopup.editReferralCodeTitle
新增價差及手續費,新增价差及手续费,Add Spread and Transaction Fee,,เพิ่มสเปรดและค่าธรรมเนียม,,,新しいポイントの違いと取り扱い料金,,,새로운 포인트 차이 및 취급 수수료,,,Thêm giá chênh lệch và phí thực hiện,,,स्प्रेड और हैंडलिंग शुल्क जोड़ा गया,,,addAgentReferralCodePopup.addReferralCodeTitle
類別,类别,Category,,หมวดหมู่,,,カテゴリー,,,범주,,,Loại,,,वर्गीकरण,,,addAgentReferralCodePopup.categoryTitle
請選擇類別,请选择类别,Please select a category.,,โปรดเลือกหมวดหมู่,,,カテゴリを選択してください,,,범주를 선택하십시오,,,Vui lòng chọn loại,,,कृपया एक कैटेगरी चयनित करें,,,addAgentReferralCodePopup.categoryButtonHint
請選擇品項,请选择品项,Please select an item.,,กรุณาเลือกรายการ,,,アイテムを選択してください,,,항목을 선택하십시오,,,Vui lòng chọn hạng mục,,,कृपया एक आइटम चुनें,,,addAgentReferralCodePopup.itemsButtonHint
代號,代号,Symbol,,เครื่องหมาย,,,コード,,,암호,,,Mã số,,,कोड नाम,,,addAgentReferralCodePopup.codeNumberTitle
請輸入代號,请输入代号,Please enter a symbol.,,กรุณาใส่สัญลักษณ์,,,コードを入力してください,,,코드를 입력하십시오,,,Vui lòng nhập mã số,,,कृपया कोड दर्ज करें,,,addAgentReferralCodePopup.codeButtonHint
調整價差,调整价差,Adjust Spread,,ปรับสเปรด,,,ポイントを調整します,,,포인트를 조정하십시오,,,Điều chỉnh giá chênh lệch,,,प्रसार को समायोजित करें,,,addAgentReferralCodePopup.adjustmentSpreadTitle
調整手續費,调整手续费,Adjust Transaction Fee,,ปรับค่าธรรมเนียม,,,処理料を調整します,,,취급 수수료를 조정하십시오,,,Điều chỉnh phí thực hiện,,,समायोजन शुल्क,,,addAgentReferralCodePopup.adjustmentFeeTitle
超出手續費範圍,超出手续费范围,Beyond transaction fee limit,,เกินขีดจำกัดค่าธรรมเนียม,,,料金の範囲を超えて,,,수수료 범위를 넘어서,,,Vượt quá phạm vi phí thực hiện,,,हैंडलिंग शुल्क की सीमा से परे,,,addAgentReferralCodePopup.beyondFeeRangeTip
超出價差範圍,超出价差范围,Beyond spread limit,,เกินขีดจำกัดสเปรด,,,ポイントの違いを超えて,,,포인트 차이를 넘어서,,,Vượt quá phạm vi giá chênh lệch,,,प्रसार सीमा से बाहर,,,addAgentReferralCodePopup.overnightRangeTip
輸入交易設定搜尋條件,输入交易设定搜寻条件,Enter search criteria for trading settings,,ป้อนเกณฑ์การค้นหาสำหรับการตั้งค่าการซื้อขาย,,,入力トランザクション設定検索条件,,,입력 트랜잭션 설정 검색 조건,,,Nhập điều kiện tìm kiếm thiết lập giao dịch,,,लेन-देन सेटिंग खोज मानदंड दर्ज करें,,,agentTransactionSettingSearch.enterDetailSearchHint
輸入搜尋條件,输入搜寻条件,Enter search criteria,,ป้อนเกณฑ์การค้นหา,,,検索条件を入力します,,,검색 조건을 입력하십시오,,,Nhập điều kiện tìm kiếm,,,खोज मानदंड दर्ज करें,,,agentFundingDetailsSearch.enterDetailSearchHint
代理條件頁,代理条件页,Terms of Agency Page,,เงื่อนไขหน้าตัวแทน,,,プロキシ条件ページ,,,프록시 조건 페이지,,,Trang điều kiện Đại lý,,,एजेंसी शर्तें पृष्ठ,,,agentCondition.nameDescription
入金返利,入金返利,Deposit Rebate,,เงินคืนเงินฝาก,,,リベート,,,할인,,,Hàn lãi nhập tiền,,,जमा पर छूट,,,agentCondition.rebateTitle
交易手數返利,交易手数返利,Rebate on Trading Lots,,เงินคืนจากล็อตการซื้อขาย,,,トランザクションハンドの戻り,,,거래 손의 반환,,,Hoàn lãi số lượt giao dịch,,,ट्रेडिंग लॉट में छूट,,,agentCondition.transactionHandTitle
最低工資,最低工资,Minimum Wage,,ค่าแรงขั้นต่ำ,,,最低賃金,,,최저 임금,,,Tiền công thấp nhất,,,न्यूनतम मजदूरी,,,agentCondition.minimumWageTitle
最低工資獲得條件,最低工资获得条件,Conditions for Obtaining the Minimum Wage,,เงื่อนไขการรับค่าจ้างขั้นต่ำ,,,最低賃金取得条件,,,최저 임금 인수 조건,,,Điều kiện lĩnh tiền công thấp nhất,,,न्यूनतम वेतन अर्जन की शर्तें,,,agentCondition.minimumWageConditionsTitle
交易價差及手續費範圍,交易价差及手续费范围,Spread and Transaction Fee Limit,,ขีดจำกัดค่าธรรมเนียมและสเปรด,,,取引ポイントが低く、料金の範囲,,,거래 지점과 수수료 범위,,,Phạm vi giá chênh lệch và phí thực hiện giao dịch,,,लेन-देन प्रसार और प्रबंधन शुल्क सीमा,,,agentCondition.tradingSpreadsHandlingTitle
您確定要放棄修改嗎？,您确定要放弃修改吗？,Are you sure you want to abandon the modification?,,คุณแน่ใจหรือไม่ว่าต้องการยกเลิกการแก้ไข,,,変更するためにあきらめたいですか？,,,수정하기 위해 포기하고 싶습니까?,,,Bạn có chắc chắn muốn từ bỏ sửa đổi không?,,,क्या आप वाकई अपने परिवर्तन त्यागना चाहते हैं?,,,"orderModify.cancelModify,positionModify.cancelModify,chartBollSetting.cancelModify,chartKdjSetting.cancelModify,chartMacdSetting.cancelModify,chartMaSetting.cancelModify,chartRsiSetting.cancelModify,chartWrSetting.cancelModify,chartPriceTagSetting.cancelModify"
設置止損價格,设置止损价格,Set stop-loss price,,ตั้งราคาstop-loss,,,停止損失価格を設定します,,,정지 손실 가격을 설정하십시오,,,Thiết lập giá cả chốt lỗ,,,स्टॉप लॉस मूल्य निर्धारित करें,,,"orderModify.stopLossSubtitle,positionModify.stopLossSubtitle"
設置止盈價格,设置止盈价格,Set take-profit price,,ตั้งราคาtake-profit,,,利益価格を設定します,,,이익 가격을 설정하십시오,,,Thiết lập giá cả chốt lãi,,,लाभ मूल्य निर्धारित करें,,,"orderModify.stopProfitSubtitle,positionModify.stopProfitSubtitle"
修改掛單,修改挂单,Modify Order,,แก้ไขคำสั่งซื้อ,,,ハンギングオーダーを変更します,,,교수형 순서를 수정하십시오,,,Sửa đổi Đơn treo,,,लंबित आदेश को संशोधित करें,,,orderModify.appBarTitle
請輸入您的掛單價格,请输入您的挂单价格,Please enter your order price.,,กรุณาใส่ราคาสั่งซื้อของคุณ,,,ハンギングオーダー価格を入力してください,,,매달린 주문 가격을 입력하십시오,,,Vui lòng nhập giá cả Đơn treo của bạn,,,कृपया अपना लंबित ऑर्डर मूल्य दर्ज करें,,,orderModify.accountOrderInputHint
掛單價格須在限制範圍內,挂单价格须在限制范围内,The pending order price must be within the limit.,,ราคาคำสั่งซื้อที่รอดำเนินการต้องอยู่ภายในขีดจำกัด,,,,,,,,,Giá cả Đơn treo phải trong phạm vi giới hạn,,,लंबित ऑर्डर की कीमत सीमा सीमा के भीतर होनी चाहिए,,,orderModify.errorLimitPriceOutRange
當前非交易時段,当前非交易时段,Not in trading hours,,ไม่ได้อยู่ในเวลาซื้อขาย,,,現在の非取引期間,,,현재 비 트레이딩 기간,,,Hiện tại không phải là thời điểm giao dịch,,,वर्तमान गैर-व्यापारिक सत्र,,,"positionModify.errorNotTradingTime,requestError.notTradingTime,serverApiError.order6"
該品項暫時無法交易,该品项暂时无法交易,This item is unavailable for the moment.,,รายการนี้ไม่สามารถใช้ได้ในขณะนี้,,,このアイテムは当分の間取引することはできません,,,이 항목은 당분간 거래 될 수 없습니다,,,Hạng mục này tạm thời không thể giao dịch,,,यह आइटम फिलहाल अनुपलब्ध है.,,,"positionModify.errorFuturesNotTradingTime,requestError.quotaUpdateOutTime"
修改持倉單,修改持仓单,Modify Position Order,,แก้ไขคำสั่งตำแหน่ง,,,倉庫を変更します,,,창고를 수정하십시오,,,Sửa đổi Đơn vị thế để ngỏ,,,स्थिति क्रम संशोधित करें,,,positionModify.appBarTitle
部份單號平倉失敗!,部份单号平仓失败!,Failed to close some orders!,,ไม่สามารถปิดคำสั่งซื้อบางรายการได้!,,,いくつかの単一数の清算が失敗しました！,,,일부 단일 번호 청산이 실패했습니다!,,,Một phần số Đơn ở vị thế để ngỏ không thành công!,,,कुछ आदेशों के लिए स्थिति समापन विफल रहा!,,,positionModify.closeMultiPositionPartialFailTitle
查無此單號,查无此单号,This order no is not found.,,ไม่พบหมายเลขคำสั่งซื้อนี้,,,注文番号はありません,,,주문 번호가 없습니다,,,Không có số Đơn này,,,ऐसा कोई ऑर्डर नंबर नहीं मिला,,,positionModify.errorClosePositionFindNoSerial
未知錯誤({code}),未知错误({code}),Unknown Error ({code}),,เกิดข้อผิดพลาดที่ไม่รู้จัก ({code}),,,不明なエラー（{code}）,,,알 수없는 오류 ({code}),,,Bị lỗi chưa biết ({code}),,,अज्ञात त्रुटि ({code}),,,positionModify.errorGeneralCode
調整後預估強平價,调整后预估强平价,Projected Forced Parity after Adjustment,,ปรับราคาการชำระบัญชีโดยประมาณ,,,調整後、それは強いパリティであると推定されます,,,조정 후 강한 패리티로 추정됩니다.,,,Giá cưỡng chế thanh lý dự tính sau khi điều chỉnh,,,समायोजित अनुमानित जबरन परिसमापन मूल्य,,,positionModify.adjustedLiquidationPrice
追加,追加,Add,,เพิ่ม,,,追加,,,덧셈,,,Thêm vào,,,बढ़ोतरी,,,positionModify.append
最多可追加,最多可追加,Maximum to be added,,เพิ่มสูงสุด,,,せいぜい、加算します,,,기껏해야 추가하십시오,,,Tối đa có thể thêm vào,,,तक जोड़ सकते हैं,,,positionModify.mostAppend
請輸入金額,请输入金额,Please enter an amount.,,กรุณาใส่จำนวนเงิน,,,金額を入力してください,,,금액을 입력하십시오,,,Vui lòng nhập số tiền,,,कृपया राशि दर्ज करें,,,"positionModify.adjustMarginHint,paymentBank.paymentPriceTitle"
調整保證金須在限制範圍內,调整保证金须在限制范围内,The adjustment to the margin must be within the limit.,,การปรับค่าเงินประกันต้องอยู่ภายในขีดจำกัด,,,,,,,,,Điều chỉnh tiền bảo lãnh phải trong phạm vi giới hạn,,,मार्जिन समायोजन सीमा के भीतर होना चाहिए,,,"positionModify.errorMarginCallOutRange,marginCallEditPopup.errorMarginCallOutRange"
指標,指标,Index,,ดัชนี,,,索引,,,인덱스,,,Chỉ tiêu,,,विशिष्ट दिशा,,,"chartBollSetting.index,chartKdjSetting.index,chartMacdSetting.index"
默認設置,默认设置,Default Settings,,การตั้งค่าเริ่มต้น,,,初期設定,,,기본 설정,,,Thiết lập mặc định,,,डिफ़ॉल्ट सेटिंग,,,"chartBollSetting.defaultSetting,chartKdjSetting.defaultSetting,chartMacdSetting.defaultSetting,chartMaSetting.defaultSetting,chartRsiSetting.defaultSetting,chartWrSetting.defaultSetting,chartPriceTagSetting.defaultSetting,chartSetting.defaultSetting"
UP,UP,UP,,UP,,,上,,,위로,,,UP,,,UP,,,chartBollSetting.indexUp
DN,DN,DN,,DN,,,dn,,,DN,,,DN,,,DN,,,chartBollSetting.indexDn
MB,MB,MB,,MB,,,MB,,,MB,,,MB,,,MB,,,chartBollSetting.indexMb
時間週期,时间周期,Cycle,,ช่วงเวลา,,,期間,,,기간,,,Chu kỳ thời gian,,,समय सीमा,,,"chartBollSetting.timePeriod,chartMacdSetting.timePeriod"
帶寬,带宽,Bandwidth,,Bandwidth,,,帯域幅,,,대역폭,,,Băng thông,,,बैंडविड्थ,,,chartBollSetting.bandWidth
K,K,K,,K,,,k,,,케이,,,K,,,K,,,chartKdjSetting.indexK
D,D,D,,D,,,d,,,디,,,D,,,D,,,chartKdjSetting.indexD
J,J,J,,J,,,j,,,제이,,,J,,,J,,,chartKdjSetting.indexJ
計算週期,计算周期,Calculate Cycle,,คำนวณรอบ,,,計算サイクル,,,계산주기,,,Chu kỳ tính,,,गणना चक्र,,,chartKdjSetting.calculatePeriod
移動平均週期1,移动平均周期1,Moving Average Cycle 1,,เส้นค่าเฉลี่ยเคลื่อนที่ 1,,,平均サイクル1を移動します1,,,평균주기 1을 이동합니다,,,Chu kỳ di chuyển bình quân 1,,,चलती औसत अवधि 1,,,chartKdjSetting.maPeriod1
移動平均週期2,移动平均周期2,Moving Average Cycle 2,,เส้นค่าเฉลี่ยเคลื่อนที่ 2,,,平均サイクル2を移動します,,,평균 사이클 2를 이동합니다,,,Chu kỳ di chuyển bình quân 2,,,चलती औसत अवधि 2,,,chartKdjSetting.maPeriod2
DIF,DIF,DIF,,DIF,,,dif,,,dif,,,DIF,,,DIF,,,chartMacdSetting.indexDif
DEA,DEA,DEA,,DEA,,,DEA,,,DEA,,,DEA,,,DEA,,,chartMacdSetting.indexDea
短週期,短周期,Short Cycle,,ระยะสั้น,,,短いサイクル,,,짧은 사이클,,,Chu kỳ ngắn,,,लघु चक्र,,,chartMacdSetting.shortPeriod
長週期,长周期,Long Cycle,,ระยะยาว,,,ロングサイクル,,,긴 사이클,,,Chu kỳ dài,,,लंबा चक्र,,,chartMacdSetting.longPeriod
週期,周期,Cycle,,ระยะเวลา,,,サイクル,,,주기,,,Chu kỳ,,,समय सीमा,,,"chartRsiSetting.period,chartWrSetting.period"
圖表類型,图表类型,Type of Chart,,ประเภทของแผนภูมิ,,,チャートタイプ,,,차트 유형,,,Loại hình biểu đồ,,,चार्ट प्रकार,,,"chartTypeSetting.appBarTitle,chartSetting.chartType"
蠟燭圖,蜡烛图,Candlestick Chart,,แผนภูมิแท่งเทียน,,,キャンドルチャート,,,양초 차트,,,Sơ đồ nến,,,कैंडलस्टिक चार्ट,,,chartTypeSetting.kLineChart
分時圖,分时图,Time-sharing Chart,,แผนภูมิแบ่งเวลา,,,タイミングチャート,,,타이밍 차트,,,Sơ đồ phút giờ,,,समय-साझाकरण चार्ट,,,chartTypeSetting.lineIndexChart
輔助線,辅助线,Auxiliary line,,บรรทัดเสริม,,,,,,,,,Dòng phụ trợ,,,सहायक लाइन,,,"chartPriceTagSetting.appBarTitle,chartSetting.chartPriceTag"
做空價線,做空价线,Short position price line,,บรรทัดราคาขาย,,,,,,,,,Dòng giá trống,,,लघु स्थिति मूल्य रेखा,,,chartPriceTagSetting.indexSellOut
做多價線,做多价线,Long position price line,,บรรทัดราคาซื้อ,,,,,,,,,Dòng đa điểm,,,लंबी स्थिति मूल्य रेखा,,,chartPriceTagSetting.indexBuyIn
建倉/掛單價線,建仓/挂单价线,Price line for open position/ pending order,,บรรทัดราคาของสัญญาที่เปิดซื้อขาย/คำสั่งที่ยังไม่ได้ดำเนินการ,,,,,,,,,Tập đoàn/Hanging Dòng đơn lẻ,,,एक पोजीशन खोलें/मूल्य रेखा लटकाएँ,,,chartPriceTagSetting.indexPositionOrder
國家,国家,Country,,ประเทศ,,,国家,,,국가,,,Quốc gia,,,राष्ट्र,,,countryCode.country
請輸入名稱或區碼,请输入名称或区码,Please enter a name or area code.,,กรุณากรอกชื่อหรือรหัสพื้นที่,,,名前または市外局番を入力してください,,,이름 또는 영역 코드를 입력하십시오,,,Vui lòng nhập tên gọi hoặc mã khu vực,,,कृपया एक नाम या क्षेत्र कोड दर्ज करें,,,countryCode.searchEnterHint
選擇你的國家或地區,选择你的国家或地区,Select your country or region,,,,,,,,,,,,,,अपना देश या क्षेत्र चुनें,,,countryCode.title
獲取交易帳戶中,获取交易账户中,Getting Trading Account,,เข้าสู่บัญชีซื้อขาย,,,トランザクションアカウントを取得します,,,거래 계정을 받으십시오,,,Đang có được tài khoản giao dịch,,,ट्रेडिंग खाता प्राप्त करें,,,paymentBank.gettingTransferAccount
最低{value},最低{value},Minimum {value},,ขั้นต่ำ {value},,,最小{value},,,최소 {value},,,Tối thiểu {value},,,न्यूनतम {value},,,paymentBank.paymentRangeOnlyMin
{min}-{max},{min}-{max},{min}-{max},,{min}-{max},,,{min}  -  {max},,,{min}-{max},,,{min}-{max},,,{min}-{max},,,paymentBank.paymentRangeMinMax
重要提醒,重要提醒,Important Reminder,,คำเตือน,,,重要なリマインダー,,,중요한 알림,,,Lời nhắc quan trọng,,,महत्वपूर्ण रिमाइंडर ,,,"paymentBank.remindTitle,depositCheck.title"
"請使用本人的帳戶轉帳
 帳戶有效期限為 24 小時
 轉帳金額務必一致
 請勿重複轉帳","请使用本人的账户转账
 账户有效期限为 24 小时
 转账金额务必一致
 请勿重复转账","Please transfer funds through your own account. 
The account is valid for 24 hours. 
The transfer amount must be consistent. 
Please do not make duplicate transfers.",,"โปรดโอนเงินผ่านบัญชีของคุณเอง
 บัญชีมีอายุ 24 ชั่วโมง
 จำนวนเงินที่โอนจะต้องสอดคล้องกับจำนวนเงินที่ยื่นขอ
 โปรดอย่าทำการโอนเงินซ้ำ",,,"アカウントを使用して転送してください
アカウントの妥当性期間は24時間です
転送量は一貫している必要があります
転送を繰り返さないでください",,,"내 계정을 사용하여 전송하십시오
계정 유효 기간은 24 시간입니다
전송 금액은 일관성이 있어야합니다
전송을 반복하지 마십시오",,,"Vui lòng sử dụng tài khoản đích thân người sử dụng để chuyển khoản
 Thời hạn có hiệu lực của tài khoản là 24 tiếng
 Số tiền chuyển khoản phải đồng nhất
 Không được chuyển khoản trùng lặp",,,कृपया स्थानांतरण के लिए अपने स्वयं के खाते का उपयोग करें। खाता 24 घंटे के लिए वैध है। कृपया स्थानांतरण राशि समान होनी चाहिए।,,,paymentBank.remindTip
